"","date","NSEI.Open","NSEI.High","NSEI.Low","NSEI.Close","NSEI.Volume","NSEI.Adjusted","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted","IXIC.Open","IXIC.High","IXIC.Low","IXIC.Close","IXIC.Volume","IXIC.Adjusted","N225.Open","N225.High","N225.Low","N225.Close","N225.Volume","N225.Adjusted","HSI.Open","HSI.High","HSI.Low","HSI.Close","HSI.Volume","HSI.Adjusted","FTSE.Open","FTSE.High","FTSE.Low","FTSE.Close","FTSE.Volume","FTSE.Adjusted","INR.X.Open","INR.X.High","INR.X.Low","INR.X.Close","INR.X.Volume","INR.X.Adjusted","GBPINR.X.Open","GBPINR.X.High","GBPINR.X.Low","GBPINR.X.Close","GBPINR.X.Volume","GBPINR.X.Adjusted","JPYINR.X.Open","JPYINR.X.High","JPYINR.X.Low","JPYINR.X.Close","JPYINR.X.Volume","JPYINR.X.Adjusted","GOLD.Open","GOLD.High","GOLD.Low","GOLD.Close","GOLD.Volume","GOLD.Adjusted","F.CL.NYM.Open","F.CL.NYM.High","F.CL.NYM.Low","F.CL.NYM.Close","F.CL.NYM.Volume","F.CL.NYM.Adjusted"
"11",2017-08-16,9825.849609,9903.950195,9773.849609,9897.299805,219500,9897.299805,2468.629883,2474.929932,2463.860107,2468.110107,2953650000,2468.110107,6348.109863,6374.560059,6330.27002,6345.109863,1804730000,6345.109863,19750.550781,19776.859375,19719.080078,19729.279297,69400,19729.279297,27238.810547,27422.300781,27238.810547,27409.070313,1771056700,27409.070313,7383.899902,7445,7383.899902,7433,568676900,7433,64.163002,64.194,63.990002,64.1605,0,64.1605,82.712997,82.712997,82.712997,82.712997,0,82.712997,0.583283,0.583283,0.583283,0.583283,0,0.583283,92.760002,95.190002,92.580002,94.650002,689800,92.396431,NA,NA,NA,NA,NA,NA
"12",2017-08-17,9945.549805,9947.799805,9883.75,9904.150391,197600,9904.150391,2462.949951,2465.02002,2430.01001,2430.01001,3142620000,2430.01001,6322.720215,6334.22998,6221.910156,6221.910156,2041220000,6221.910156,19707.75,19739.039063,19679.369141,19702.630859,71900,19702.630859,27610.289063,27624.519531,27302.480469,27344.220703,1795330700,27344.220703,7433,7433.700195,7382.200195,7387.899902,576511200,7387.899902,64.1605,64.220001,64.078003,64.188904,0,64.188904,82.5793,82.5793,82.5793,82.5793,0,82.5793,0.587122,0.587122,0.587122,0.587122,0,0.587122,95.889999,96.589996,95.290001,95.669998,556700,93.392136,NA,NA,NA,NA,NA,NA
"13",2017-08-18,9865.950195,9865.950195,9783.650391,9837.400391,246300,9837.400391,2427.639893,2440.27002,2420.689941,2425.550049,3415680000,2425.550049,6222.459961,6254.220215,6193.379883,6216.529785,1964590000,6216.529785,19471.269531,19543.130859,19433.089844,19470.410156,95700,19470.410156,26999.599609,27236.320313,26951.919922,27047.570313,1691600400,27047.570313,7387.899902,7387.899902,7302.5,7324,719309100,7324,64.1605,64.220001,64.078003,64.188904,0,64.188904,82.5793,82.5793,82.5793,82.5793,0,82.5793,0.587122,0.587122,0.587122,0.587122,0,0.587122,96.620003,97.129997,95.459999,95.800003,574700,93.519051,NA,NA,NA,NA,NA,NA
"14",2017-08-21,9864.25,9884.349609,9740.099609,9754.349609,205300,9754.349609,2425.5,2430.580078,2417.350098,2428.370117,2788150000,2428.370117,6216.319824,6226.930176,6177.189941,6213.129883,1576070000,6213.129883,19509.529297,19509.529297,19365.650391,19393.130859,75300,19393.130859,27100.630859,27221.310547,27086.429688,27154.679688,1770623000,27154.679688,7324,7332,7296.799805,7318.899902,536324300,7318.899902,64.102997,64.160004,64.057999,64.157501,0,64.157501,82.751801,82.751801,82.751801,82.751801,0,82.751801,0.588903,0.588903,0.588903,0.588903,0,0.588903,96.18,96.730003,95.900002,96.470001,312600,94.173096,NA,NA,NA,NA,NA,NA
"15",2017-08-22,9815.75,9828.450195,9752.599609,9765.549805,183600,9765.549805,2433.75,2454.77002,2433.669922,2452.51001,2777490000,2452.51001,6241.209961,6302.839844,6241.209961,6297.47998,1597700000,6297.47998,19373.109375,19437.25,19361.949219,19383.839844,70500,19383.839844,27322.199219,27509.060547,27316.080078,27401.669922,2049708500,27401.669922,7318.899902,7387.600098,7318.899902,7381.700195,656086900,7381.700195,64.0625,64.138,64.019997,64.057503,0,64.057503,82.147102,82.147102,82.147102,82.147102,0,82.147102,0.583768,0.583768,0.583768,0.583768,0,0.583768,96.989998,97.120003,96.260002,96.860001,405200,94.55381,NA,NA,NA,NA,NA,NA
"16",2017-08-23,9803.049805,9857.900391,9786.75,9852.5,168600,9852.5,2444.879883,2448.909912,2441.419922,2444.040039,2785290000,2444.040039,6263.470215,6291.299805,6263.290039,6278.410156,1533220000,6278.410156,19547.050781,19561.320313,19408.470703,19434.640625,78500,19434.640625,27322.199219,27509.060547,27316.080078,27401.669922,2049708500,27401.669922,7381.700195,7394.5,7360.299805,7382.700195,593602900,7382.700195,64.0355,64.080002,64,64.004997,0,64.004997,81.9505,81.9505,81.9505,81.9505,0,81.9505,0.587687,0.587687,0.587687,0.587687,0,0.587687,96.919998,97.370003,96.519997,97.139999,457900,94.827141,NA,NA,NA,NA,NA,NA
"17",2017-08-24,9881.200195,9881.5,9848.849609,9857.049805,184700,9857.049805,2447.909912,2450.389893,2436.189941,2438.969971,2846590000,2438.969971,6294.819824,6302.850098,6244.569824,6271.330078,1616780000,6271.330078,19366.359375,19428.550781,19351.919922,19353.769531,75400,19353.769531,27642.230469,27642.230469,27485.869141,27518.599609,2691510500,27518.599609,7382.700195,7437.899902,7382.200195,7407.100098,734674100,7407.100098,64.0355,64.080002,63.869999,64.035004,0,64.035004,81.989998,81.989998,81.989998,81.989998,0,81.989998,0.58472,0.58472,0.58472,0.58472,0,0.58472,97.480003,97.900002,97.199997,97.540001,470300,95.217621,NA,NA,NA,NA,NA,NA
"18",2017-08-29,9886.400391,9887.349609,9783.75,9796.049805,173300,9796.049805,2431.939941,2449.189941,2428.199951,2446.300049,2737580000,2446.300049,6228.899902,6311.259766,6228.72998,6301.890137,1637640000,6301.890137,19319.109375,19371.900391,19280.019531,19362.550781,75000,19362.550781,27744.580078,27839.830078,27638.730469,27765.009766,1717761500,27765.009766,7401.5,7401.600098,7289.200195,7337.399902,734574500,7337.399902,64.005501,64.010002,63.873001,63.986801,0,63.986801,82.712997,82.712997,82.712997,82.712997,0,82.712997,0.582811,0.582811,0.582811,0.582811,0,0.582811,102.949997,103.629997,101.029999,101.949997,1023800,99.522614,NA,NA,NA,NA,NA,NA
"19",2017-08-30,9859.5,9909.450195,9850.799805,9884.400391,157800,9884.400391,2446.060059,2460.310059,2443.77002,2457.590088,2633660000,2457.590088,6308.680176,6374.470215,6303.569824,6368.310059,1712070000,6368.310059,19480.980469,19538.230469,19435.099609,19506.539063,91800,19506.539063,27957.740234,28127.900391,27912.820313,28094.609375,2142434100,28094.609375,7337.399902,7381.299805,7337.399902,7365.299805,666133700,7365.299805,63.980499,64.110001,63.888,63.9762,0,63.9762,82.660896,82.660896,82.660896,82.660896,0,82.660896,0.57918,0.57918,0.57918,0.57918,0,0.57918,101.589996,102.349998,101.410004,101.879997,511900,99.454277,NA,NA,NA,NA,NA,NA
"20",2017-08-31,9905.700195,9925.099609,9856.950195,9917.900391,327700,9917.900391,2462.649902,2475.01001,2462.649902,2471.649902,3348110000,2471.649902,6385.799805,6435.27002,6383.580078,6428.660156,1885710000,6428.660156,19591.320313,19687.990234,19583.109375,19646.240234,97900,19646.240234,27934.449219,27994.060547,27861.480469,27970.300781,2795558800,27970.300781,7365.299805,7443.700195,7365,7430.600098,761338600,7430.600098,63.925499,64.043999,63.830002,63.9119,0,63.9119,82.712402,82.712402,82.712402,82.712402,0,82.712402,0.580337,0.580337,0.580337,0.580337,0,0.580337,101.830002,102.629997,101.449997,102.489998,597900,100.049759,NA,NA,NA,NA,NA,NA
"21",2017-09-01,9937.650391,9983.450195,9909.849609,9974.400391,157800,9974.400391,2474.419922,2480.379883,2473.850098,2476.550049,2710730000,2476.550049,6442.169922,6449.649902,6417.870117,6435.330078,1488040000,6435.330078,19733.570313,19735.960938,19620.070313,19691.470703,79400,19691.470703,28015.220703,28116.699219,27915.439453,27953.160156,1754523000,27953.160156,7430.600098,7460.5,7430.100098,7438.5,536515100,7438.5,63.925499,64.043999,63.830002,63.9119,0,63.9119,82.712402,82.712402,82.712402,82.712402,0,82.712402,0.580337,0.580337,0.580337,0.580337,0,0.580337,103.550003,103.589996,101.879997,102.870003,336200,100.420715,NA,NA,NA,NA,NA,NA
"22",2017-09-05,9933.25,9963.099609,9901.049805,9952.200195,139200,9952.200195,2470.350098,2471.969971,2446.550049,2457.850098,3490260000,2457.850098,6414.819824,6426.509766,6334.589844,6375.569824,1886950000,6375.569824,19533.380859,19542.779297,19354.589844,19385.810547,77600,19385.810547,27797.439453,27871.759766,27685.300781,27741.349609,1237100600,27741.349609,7411.5,7437.5,7369.600098,7372.899902,541337100,7372.899902,64.100304,64.269997,64.057503,64.099998,0,64.099998,83.5942,83.5942,83.5942,83.5942,0,83.5942,0.590229,0.590229,0.590229,0.590229,0,0.590229,104.57,105.559998,104.349998,105.470001,648800,102.958809,NA,NA,NA,NA,NA,NA
"23",2017-09-06,9899.25,9931.549805,9882.549805,9916.200195,149200,9916.200195,2463.830078,2469.639893,2459.199951,2465.540039,3374410000,2465.540039,6394.350098,6407.399902,6356.200195,6393.310059,1906030000,6393.310059,19286.060547,19371.380859,19254.669922,19357.970703,88500,19357.970703,27671.560547,27684.259766,27421.789063,27613.759766,1666660000,27613.759766,7372.899902,7372.899902,7322.399902,7354.100098,676234700,7354.100098,64.050499,64.050499,63.8862,64.015404,0,64.015404,83.5383,83.5383,83.5383,83.5383,0,83.5383,0.586576,0.586576,0.586576,0.586576,0,0.586576,105.260002,105.290001,103.400002,103.919998,454200,101.445709,NA,NA,NA,NA,NA,NA
"24",2017-09-07,9945.849609,9964.849609,9917.200195,9929.900391,188800,9929.900391,2468.060059,2468.620117,2460.290039,2465.100098,3353930000,2465.100098,6402.939941,6413.069824,6379.810059,6397.870117,1998380000,6397.870117,19433.439453,19482.720703,19365.75,19396.519531,81900,19396.519531,27817.869141,27817.869141,27492.820313,27522.919922,1779146800,27522.919922,7354.100098,7412.700195,7348.399902,7397,643758300,7397,64.008003,64.008003,63.77,63.9501,0,63.9501,83.805199,83.805199,83.805199,83.805199,0,83.805199,0.590654,0.590654,0.590654,0.590654,0,0.590654,106.010002,108.290001,105.470001,107.900002,889300,105.330948,NA,NA,NA,NA,NA,NA
"25",2017-09-08,9958.650391,9963.599609,9913.299805,9934.799805,163600,9934.799805,2462.25,2467.110107,2459.399902,2461.429932,3302490000,2461.429932,6389.649902,6391.410156,6354.959961,6360.189941,1785560000,6360.189941,19297.960938,19357.490234,19239.519531,19274.820313,106600,19274.820313,27571.589844,27708.089844,27569.130859,27668.470703,1416125500,27668.470703,7397,7397,7358.399902,7377.600098,600535800,7377.600098,64.008003,64.008003,63.77,63.9501,0,63.9501,83.805199,83.805199,83.805199,83.805199,0,83.805199,0.590654,0.590654,0.590654,0.590654,0,0.590654,107.730003,107.860001,106.370003,107.32,527800,104.764755,NA,NA,NA,NA,NA,NA
"26",2017-09-11,9971.75,10028.650391,9968.799805,10006.049805,173000,10006.049805,2474.52002,2488.949951,2474.52002,2488.110107,3291760000,2488.110107,6411.180176,6439.109863,6410.709961,6432.259766,1819300000,6432.259766,19441.390625,19567.029297,19437.140625,19545.769531,78700,19545.769531,27877.689453,27976.980469,27859,27955.130859,1381742800,27955.130859,7377.600098,7434.100098,7377.600098,7413.600098,614926800,7413.600098,63.925499,64.059998,63.919998,63.98,0,63.98,84.259598,84.259598,84.259598,84.259598,0,84.259598,0.584853,0.584853,0.584853,0.584853,0,0.584853,105.169998,106.040001,104.129997,104.260002,591400,101.777618,NA,NA,NA,NA,NA,NA
"27",2017-09-12,10056.849609,10097.549805,10028.049805,10093.049805,182600,10093.049805,2491.939941,2496.77002,2490.370117,2496.47998,3230920000,2496.47998,6448.810059,6455.029785,6429.540039,6454.279785,1745090000,6454.279785,19736.140625,19792.060547,19718.800781,19776.619141,89900,19776.619141,28068.699219,28071.539063,27883.830078,27972.240234,1313208800,27972.240234,7413.600098,7435.799805,7387,7400.700195,745693800,7400.700195,64.0215,64.144997,63.869999,63.987598,0,63.987598,85.0345,85.0345,85.0345,85.0345,0,85.0345,0.580513,0.580513,0.580513,0.580513,0,0.580513,103.580002,103.919998,102.470001,103.360001,564700,100.899048,NA,NA,NA,NA,NA,NA
"28",2017-09-13,10099.25,10131.950195,10063.150391,10079.299805,215000,10079.299805,2493.889893,2498.370117,2492.139893,2498.370117,3368050000,2498.370117,6440.720215,6460.419922,6433.200195,6460.189941,1942090000,6460.189941,19873.689453,19888.839844,19845.019531,19865.820313,84500,19865.820313,27984.269531,27984.269531,27751.279297,27894.080078,1437295600,27894.080078,7400.700195,7401.299805,7336.200195,7379.700195,844049500,7379.700195,64.002998,64.290001,64.002998,64.115097,0,64.115097,84.670601,84.670601,84.670601,84.670601,0,84.670601,0.580148,0.580148,0.580148,0.580148,0,0.580148,103.050003,103.260002,101.519997,101.889999,406100,99.464043,NA,NA,NA,NA,NA,NA
"29",2017-09-14,10107.400391,10126.5,10070.349609,10086.599609,225600,10086.599609,2494.560059,2498.429932,2491.350098,2495.620117,3414460000,2495.620117,6439.459961,6455.319824,6424.040039,6429.080078,1809170000,6429.080078,19860.369141,19918.390625,19793.849609,19807.439453,93700,19807.439453,27788.839844,27895.070313,27699.089844,27777.199219,1650316300,27777.199219,7379.700195,7390.700195,7287.700195,7295.399902,1221676900,7295.399902,64.112503,64.160004,64.040001,64.154999,0,64.154999,85.9618,85.9618,85.9618,85.9618,0,85.9618,0.583657,0.583657,0.583657,0.583657,0,0.583657,101.5,103.209999,101.330002,102.629997,433400,100.186424,NA,NA,NA,NA,NA,NA
"30",2017-09-15,10062.349609,10115.150391,10043.650391,10085.400391,266600,10085.400391,2495.669922,2500.22998,2493.159912,2500.22998,4853170000,2500.22998,6426.160156,6464.27002,6419.649902,6448.470215,2821110000,6448.470215,19793.800781,19933.400391,19787.650391,19909.5,111900,19909.5,27736.599609,27893.580078,27514.039063,27807.589844,2164173900,27807.589844,7295.399902,7295.399902,7196.600098,7215.5,1416161300,7215.5,64.112503,64.160004,64.040001,64.154999,0,64.154999,85.9618,85.9618,85.9618,85.9618,0,85.9618,0.583657,0.583657,0.583657,0.583657,0,0.583657,102.940002,103.370003,102.5,102.57,584300,100.127853,NA,NA,NA,NA,NA,NA
"31",2017-09-18,10133.099609,10171.700195,10131.299805,10153.099609,156100,10153.099609,2502.51001,2508.320068,2499.919922,2503.870117,3194300000,2503.870117,6460.100098,6477.77002,6438.410156,6454.640137,1874440000,6454.640137,19793.800781,19933.400391,19787.650391,19909.5,111900,19909.5,27971.369141,28160.390625,27917.179688,28159.769531,1546268100,28159.769531,7215.5,7257.5,7215.5,7253.299805,712298700,7253.299805,64.214996,64.349998,64.123001,64.214699,0,64.214699,86.7966,86.7966,86.7966,86.7966,0,86.7966,0.575937,0.575937,0.575937,0.575937,0,0.575937,101.059998,101.260002,100.160004,100.68,504400,98.282852,NA,NA,NA,NA,NA,NA
"32",2017-09-19,10175.599609,10178.950195,10129.950195,10147.549805,187500,10147.549805,2506.290039,2507.840088,2503.189941,2506.649902,3249100000,2506.649902,6465.569824,6467.790039,6446.75,6461.319824,1809710000,6461.319824,20128.179688,20320.779297,20122,20299.380859,120900,20299.380859,28200.539063,28248.119141,28032.169922,28051.410156,1601237600,28051.410156,7253.299805,7285.700195,7243.600098,7275.299805,773526900,7275.299805,64.290497,64.440002,64.220001,64.298698,0,64.298698,86.901901,86.901901,86.901901,86.901901,0,86.901901,0.576267,0.576267,0.576267,0.576267,0,0.576267,100.519997,101.110001,100.260002,100.839996,230000,98.439041,NA,NA,NA,NA,NA,NA
"33",2017-09-20,10160.950195,10171.049805,10134.200195,10141.150391,199400,10141.150391,2506.840088,2508.850098,2496.669922,2508.23999,3530010000,2508.23999,6459.740234,6466.049805,6414.22998,6456.040039,2052520000,6456.040039,20301.330078,20339.369141,20272.820313,20310.460938,100400,20310.460938,28099.289063,28149.359375,28013.109375,28127.800781,1496733100,28127.800781,7275.299805,7289.899902,7249.600098,7272,770407100,7272,64.283501,65.059998,64.283501,64.283699,0,64.283699,86.7164,86.7164,86.7164,86.7164,0,86.7164,0.571177,0.571177,0.571177,0.571177,0,0.571177,100.879997,101.809998,98.019997,98.940002,799900,96.584282,NA,NA,NA,NA,NA,NA
"34",2017-09-21,10139.599609,10158.900391,10058.599609,10121.900391,191800,10121.900391,2507.159912,2507.159912,2499,2500.600098,2930860000,2500.600098,6448.569824,6448.569824,6405.299805,6422.689941,1772790000,6422.689941,20456.5,20481.269531,20332.689453,20347.480469,115900,20347.480469,28091.240234,28184.369141,28046.939453,28110.330078,1625346200,28110.330078,7272,7289.200195,7260.100098,7263.899902,786845200,7263.899902,64.800499,65.199997,64.767998,64.802299,0,64.802299,88,88,88,88,0,88,0.576266,0.576266,0.576266,0.576266,0,0.576266,97.940002,99.489998,97.849998,98.400002,360500,96.057144,NA,NA,NA,NA,NA,NA
"35",2017-09-22,10094.349609,10095.049805,9952.799805,9964.400391,226600,9964.400391,2497.26001,2503.469971,2496.540039,2502.219971,2865960000,2502.219971,6401.439941,6429.540039,6400.810059,6426.919922,1639100000,6426.919922,20413.609375,20417.070313,20249.240234,20296.449219,95400,20296.449219,27949.830078,27960.919922,27845.519531,27880.529297,1379309700,27880.529297,7263.899902,7320.299805,7242.200195,7310.600098,625557800,7310.600098,64.800499,65.199997,64.767998,64.802299,0,64.802299,88,88,88,88,0,88,0.576266,0.576266,0.576266,0.576266,0,0.576266,99.760002,100.589996,99.239998,100.150002,466000,97.765472,NA,NA,NA,NA,NA,NA
"36",2017-09-25,9960.099609,9960.5,9816.049805,9872.599609,221400,9872.599609,2499.389893,2502.540039,2488.030029,2496.659912,3297890000,2496.659912,6403.109863,6408.049805,6343.959961,6370.589844,2050410000,6370.589844,20439.429688,20454.289063,20367.029297,20397.580078,82800,20397.580078,27851.539063,27851.539063,27476.269531,27500.339844,1800222600,27500.339844,7310.600098,7312.5,7272.5,7301.299805,584594700,7301.299805,65.264999,65.506699,65.07,65.265099,0,65.265099,87.963097,87.963097,87.963097,87.963097,0,87.963097,0.58397,0.58397,0.58397,0.58397,0,0.58397,99.550003,102.120003,99.410004,102.059998,513600,99.629997,NA,NA,NA,NA,NA,NA
"37",2017-09-26,9875.25,9891.349609,9813,9871.5,190900,9871.5,2501.040039,2503.51001,2495.120117,2496.840088,3043110000,2496.840088,6391.850098,6405,6364.569824,6380.160156,1926420000,6380.160156,20349.259766,20385.5,20303.980469,20330.189453,95000,20330.189453,27308.609375,27567.880859,27300.369141,27513.009766,1683566500,27513.009766,7301.299805,7311.799805,7273.299805,7285.700195,686442500,7285.700195,65.4505,65.779999,65.334999,65.349998,0,65.349998,87.883301,87.883301,87.883301,87.883301,0,87.883301,0.581525,0.581525,0.581525,0.581525,0,0.581525,100.730003,101.059998,99.209999,99.57,320400,97.19928,NA,NA,NA,NA,NA,NA
"38",2017-09-27,9920.599609,9921.049805,9714.400391,9735.75,200100,9735.75,2503.300049,2511.75,2495.909912,2507.040039,3456030000,2507.040039,6414.370117,6472.649902,6405.359863,6453.259766,2053720000,6453.259766,20269.820313,20278.089844,20213.660156,20267.050781,63600,20267.050781,27503.050781,27673.400391,27503.050781,27642.429688,1812425000,27642.429688,7285.700195,7327.5,7285.700195,7313.5,832249800,7313.5,65.525002,65.889999,65.379997,65.525002,0,65.525002,87.796303,87.796303,87.796303,87.796303,0,87.796303,0.580587,0.580587,0.580587,0.580587,0,0.580587,97.690002,98.330002,97.559998,97.870003,388800,95.539764,NA,NA,NA,NA,NA,NA
